id;Model;Year;Region;Color;Fuel_Type;Transmission;Engine_Size_L;Mileage_KM;Price_USD;Sales_Volume;Sales_Classification
359;X5;2021;Asia;Silver;Diesel;Manual;42;48241;106595;5829;Low
360;X3;2014;Middle East;White;Petrol;Automatic;47;95070;83106;6254;Low
361;7 Series;2014;North America;Silver;Electric;Automatic;36;182618;116107;7608;High
362;X3;2020;South America;Silver;Hybrid;Automatic;17;158566;114790;2156;Low
363;i8;2016;South America;Red;Hybrid;Manual;29;32573;42409;5098;Low
364;X1;2018;Asia;Blue;Diesel;Automatic;18;138433;112394;5095;Low
365;7 Series;2018;North America;White;Diesel;Manual;41;30215;40062;305;Low
366;i8;2012;Europe;Blue;Electric;Manual;17;67114;68714;5960;Low
367;3 Series;2012;Europe;Blue;Diesel;Manual;22;154736;78565;3990;Low
368;5 Series;2012;Middle East;Blue;Electric;Automatic;30;121611;76420;6844;Low
369;M3;2013;Middle East;White;Petrol;Manual;31;74067;67269;2781;Low
370;X5;2017;Africa;Blue;Hybrid;Manual;29;110631;110049;1386;Low
371;3 Series;2015;North America;Blue;Petrol;Automatic;31;187396;71905;7571;High
372;i3;2017;South America;Grey;Petrol;Automatic;40;174519;31948;5863;Low
373;X6;2010;North America;Blue;Petrol;Automatic;28;36327;66518;7163;High
374;3 Series;2017;South America;Silver;Electric;Manual;34;144332;102814;5037;Low
375;5 Series;2013;Middle East;Grey;Electric;Manual;26;163437;69488;8943;High
376;i8;2020;Asia;White;Hybrid;Manual;27;111872;34401;288;Low
377;X1;2010;North America;Red;Hybrid;Manual;36;4768;35905;5184;Low
378;X3;2017;Europe;Red;Electric;Manual;32;84155;70778;8167;High
379;X6;2013;South America;Red;Petrol;Manual;40;142408;60324;2195;Low
380;X1;2015;Middle East;Silver;Hybrid;Automatic;35;117990;58708;3657;Low
381;M5;2017;South America;Silver;Diesel;Manual;43;57377;91637;9121;High
382;i8;2013;Africa;Silver;Petrol;Manual;31;136263;116643;4751;Low
383;X1;2023;Europe;Silver;Diesel;Manual;32;112416;53115;874;Low
384;3 Series;2012;North America;White;Hybrid;Manual;38;110051;82258;9890;High
385;7 Series;2023;South America;Black;Electric;Manual;23;179767;47128;7301;High
386;X5;2018;Europe;Silver;Diesel;Manual;29;124134;37111;4242;Low
387;M5;2012;Europe;Black;Petrol;Automatic;37;124564;119792;3324;Low
388;X5;2018;Africa;Black;Electric;Manual;16;6634;67794;9284;High
389;i3;2022;North America;Black;Hybrid;Automatic;30;81603;115537;5387;Low
390;X6;2011;Africa;Red;Hybrid;Automatic;36;97667;81625;3309;Low
391;7 Series;2023;Europe;Black;Diesel;Manual;49;109291;30463;7111;High
392;M3;2011;Middle East;Black;Diesel;Automatic;46;106672;101785;1625;Low
393;M5;2011;Africa;Red;Petrol;Automatic;25;41594;93495;489;Low
394;i3;2015;Asia;White;Hybrid;Manual;33;95364;91829;7118;High
395;M5;2012;Middle East;Red;Diesel;Manual;17;71227;114903;8924;High
396;X1;2022;South America;Black;Petrol;Automatic;23;26767;117363;642;Low
397;i3;2018;Africa;White;Hybrid;Automatic;42;27979;95982;4366;Low
398;M5;2013;Asia;White;Petrol;Automatic;19;170073;81725;1404;Low
399;X5;2010;Africa;White;Hybrid;Automatic;24;23577;62344;8358;High
400;3 Series;2013;South America;Blue;Electric;Automatic;48;121155;35561;3816;Low
401;X1;2010;North America;Black;Diesel;Manual;44;148730;59157;9680;High
402;M3;2023;South America;Grey;Hybrid;Manual;42;80410;55419;7109;High
403;X3;2014;South America;Silver;Petrol;Manual;45;35380;84387;6211;Low
404;X6;2013;South America;White;Electric;Manual;41;183126;36457;1866;Low
405;X5;2017;Europe;Silver;Electric;Automatic;19;5204;32190;143;Low
406;X5;2017;South America;Black;Hybrid;Manual;33;42159;85852;5802;Low
407;X3;2016;Asia;Grey;Petrol;Automatic;31;143652;93537;5924;Low
408;X6;2012;South America;Grey;Diesel;Manual;26;186337;56075;9184;High
409;i3;2010;Asia;White;Petrol;Manual;44;25644;33486;4936;Low
410;5 Series;2010;Africa;Grey;Electric;Manual;31;127690;74267;2849;Low
411;5 Series;2021;Asia;White;Electric;Manual;17;21122;112462;5903;Low
412;i8;2020;South America;White;Hybrid;Automatic;25;59781;62084;4541;Low
413;i3;2012;Europe;Black;Hybrid;Automatic;23;183685;119952;9131;High
414;7 Series;2015;Europe;Grey;Diesel;Manual;46;126540;33593;3220;Low
415;7 Series;2016;Africa;Red;Diesel;Manual;38;92316;85617;1909;Low
416;X3;2015;Asia;Grey;Diesel;Manual;35;6304;45543;6657;Low
417;X6;2023;Europe;White;Hybrid;Automatic;33;54800;100512;9966;High
418;X5;2023;South America;Grey;Petrol;Manual;38;51128;94088;2930;Low
419;i8;2015;Middle East;Silver;Electric;Automatic;41;86794;39377;9525;High
420;X1;2015;Africa;Silver;Hybrid;Automatic;34;15994;41990;8543;High
421;i8;2022;Africa;Black;Diesel;Manual;48;89921;41946;2452;Low
422;X3;2012;Middle East;Silver;Hybrid;Automatic;49;110369;40370;6148;Low
423;3 Series;2015;Africa;Red;Electric;Automatic;50;69854;58429;8981;High
424;X3;2017;North America;Silver;Petrol;Manual;38;113551;30284;241;Low
425;3 Series;2020;Middle East;Red;Petrol;Automatic;48;159467;76201;5760;Low
426;M3;2020;North America;Red;Hybrid;Automatic;29;180136;59712;6726;Low
427;X6;2011;North America;Black;Diesel;Automatic;45;109348;85468;8241;High
428;i8;2014;Middle East;White;Diesel;Manual;47;144533;82911;4321;Low
429;X6;2023;Asia;Red;Diesel;Manual;47;32173;54649;6736;Low
430;5 Series;2010;Africa;Black;Diesel;Automatic;44;102278;35915;9841;High
431;M3;2021;Middle East;White;Hybrid;Manual;29;162609;54134;904;Low
432;M5;2024;Middle East;White;Hybrid;Automatic;21;43892;84569;4431;Low
433;7 Series;2010;Africa;Blue;Diesel;Automatic;27;185870;92721;7521;High
434;5 Series;2014;South America;Black;Diesel;Automatic;42;134531;87621;4611;Low
435;5 Series;2021;North America;Blue;Hybrid;Manual;23;194391;76581;6866;Low
436;3 Series;2022;Middle East;Silver;Hybrid;Automatic;32;118028;63248;8095;High
437;i3;2012;Middle East;Red;Diesel;Manual;35;155164;118934;1818;Low
438;i3;2013;North America;Red;Electric;Automatic;36;167951;104651;1054;Low
439;3 Series;2012;South America;Red;Hybrid;Manual;48;135680;93319;3307;Low
440;M3;2010;Middle East;Grey;Petrol;Manual;38;20833;30946;6000;Low
441;X5;2010;Africa;Black;Diesel;Automatic;43;169423;45093;7103;High
442;M5;2021;North America;Silver;Diesel;Manual;35;52191;66769;1942;Low
443;5 Series;2021;Europe;Black;Electric;Automatic;44;82062;84946;2018;Low
444;5 Series;2023;South America;Red;Petrol;Manual;24;181200;46751;5122;Low
445;X1;2022;Africa;Blue;Hybrid;Automatic;22;16720;41380;2118;Low
446;M3;2023;North America;Silver;Hybrid;Manual;47;26402;35130;9240;High
447;i3;2014;South America;Red;Diesel;Manual;39;185012;74147;8800;High
448;i8;2015;Europe;Grey;Electric;Automatic;39;137116;71187;3942;Low
449;M3;2012;Europe;Red;Electric;Automatic;31;125303;36190;6344;Low
450;M3;2021;South America;Grey;Diesel;Automatic;28;72907;31385;634;Low
451;5 Series;2018;South America;Blue;Diesel;Manual;34;96313;48896;398;Low
452;X6;2014;Asia;Black;Electric;Manual;19;114324;111758;7978;High
453;X3;2017;Europe;Red;Electric;Automatic;31;37926;112367;6565;Low
454;X3;2022;South America;Blue;Diesel;Automatic;31;1536;42468;9374;High
455;i8;2010;North America;Blue;Hybrid;Automatic;34;58700;94124;2613;Low
456;7 Series;2023;South America;Grey;Diesel;Manual;37;33111;102861;5453;Low
457;3 Series;2014;Middle East;Grey;Diesel;Manual;49;154711;76421;867;Low
458;i8;2024;Africa;White;Petrol;Manual;38;145740;97980;6665;Low
459;X6;2012;Africa;Black;Hybrid;Manual;46;17763;53320;101;Low
460;i8;2021;South America;Grey;Diesel;Automatic;34;158596;31016;4938;Low
461;X1;2010;Africa;Red;Electric;Automatic;37;70582;32634;5754;Low
462;5 Series;2013;Africa;Grey;Petrol;Manual;17;164685;82139;1560;Low
463;M5;2024;South America;Blue;Petrol;Manual;20;32207;35232;4545;Low
464;i8;2022;Middle East;Black;Hybrid;Manual;35;36421;117586;5532;Low
465;M5;2014;Africa;Blue;Petrol;Automatic;29;109953;90079;6074;Low
466;3 Series;2016;Africa;Silver;Hybrid;Manual;43;45420;55483;9417;High
467;7 Series;2010;South America;Blue;Hybrid;Automatic;34;169022;110072;3588;Low
468;X3;2012;South America;Red;Diesel;Automatic;46;71247;46723;1251;Low
469;X1;2011;Asia;Grey;Electric;Automatic;49;133987;98433;9105;High
470;X5;2018;Africa;Silver;Diesel;Manual;20;54511;52655;7876;High
471;X1;2019;Asia;Black;Electric;Manual;29;190036;58531;7317;High
472;X6;2024;Middle East;White;Electric;Manual;38;11344;113647;1983;Low
473;M5;2015;Middle East;Grey;Petrol;Automatic;26;166487;112693;5817;Low
474;5 Series;2019;Middle East;Silver;Petrol;Automatic;24;121797;100148;7231;High
475;M5;2012;Asia;Grey;Hybrid;Automatic;43;124001;82901;222;Low
476;i3;2017;Europe;Grey;Diesel;Automatic;49;40442;67998;7313;High
477;i3;2023;Middle East;Black;Electric;Manual;42;2005;41659;1786;Low
478;7 Series;2017;North America;Black;Hybrid;Manual;33;194029;43238;8514;High
479;X6;2011;South America;Blue;Petrol;Manual;30;169730;86385;9968;High
480;X5;2024;Europe;Blue;Petrol;Manual;34;82598;113709;8047;High
481;i8;2015;South America;Red;Petrol;Automatic;31;182742;80754;5839;Low
482;X3;2016;South America;Red;Hybrid;Automatic;33;26890;60361;1339;Low
483;X3;2011;Middle East;Grey;Hybrid;Automatic;22;59103;46517;9462;High
484;X3;2024;Europe;Red;Electric;Manual;47;1390;119117;7270;High
485;i8;2020;North America;Red;Diesel;Automatic;41;5405;108815;2879;Low
486;3 Series;2019;South America;Black;Hybrid;Manual;39;42467;102968;2165;Low
487;X6;2011;Africa;White;Diesel;Manual;48;35394;102034;4455;Low
488;X5;2019;Europe;Blue;Hybrid;Manual;25;36527;84856;2035;Low
489;i3;2010;Europe;Red;Petrol;Automatic;18;126567;46702;7510;High
490;3 Series;2017;North America;Red;Electric;Automatic;44;3879;49819;9025;High
491;X1;2010;Africa;Black;Diesel;Automatic;50;37731;33141;5113;Low
492;X5;2018;Europe;Blue;Petrol;Manual;35;31445;62226;7616;High
493;3 Series;2020;South America;Silver;Diesel;Automatic;17;176625;117171;6688;Low
494;3 Series;2015;North America;White;Hybrid;Automatic;42;154571;54989;9390;High
495;5 Series;2016;North America;White;Electric;Manual;18;28199;54748;3539;Low
496;7 Series;2022;Asia;Black;Electric;Manual;34;157901;51785;7315;High
497;X3;2019;Africa;Black;Hybrid;Automatic;25;114886;70265;9879;High
498;X6;2016;Europe;Black;Petrol;Manual;47;10561;63605;8533;High
499;M3;2019;Africa;White;Hybrid;Automatic;31;108903;58185;335;Low
500;i8;2012;Middle East;Red;Electric;Automatic;46;144778;108406;993;Low
501;i8;2011;North America;Silver;Diesel;Automatic;25;129520;38071;8143;High
502;7 Series;2018;Europe;Silver;Hybrid;Manual;29;16841;75628;8340;High
503;M3;2017;Africa;Silver;Hybrid;Manual;48;183782;100693;6324;Low
504;7 Series;2022;North America;Grey;Electric;Automatic;22;91013;89453;7795;High
505;7 Series;2021;Africa;Silver;Diesel;Manual;35;175240;82064;9362;High
506;i8;2019;North America;White;Petrol;Automatic;29;122500;96319;9080;High
507;7 Series;2016;Middle East;Silver;Hybrid;Automatic;42;179716;78386;1274;Low
508;7 Series;2018;Africa;Red;Electric;Automatic;20;176437;77426;2167;Low
509;X3;2013;Africa;Black;Electric;Automatic;30;159170;119954;6751;Low
510;7 Series;2022;North America;Grey;Electric;Automatic;39;166155;64742;7762;High
511;M5;2013;Africa;Grey;Hybrid;Manual;29;33669;93884;6440;Low
512;7 Series;2010;North America;White;Petrol;Manual;17;56052;99698;992;Low
513;X6;2017;Africa;White;Electric;Automatic;40;53449;82740;1329;Low
514;i8;2023;Africa;Black;Hybrid;Automatic;33;123239;52193;6006;Low
515;X5;2023;North America;Grey;Diesel;Automatic;15;56918;36116;3195;Low
516;3 Series;2021;South America;Silver;Electric;Manual;36;99440;51226;2119;Low
517;i3;2012;Asia;Black;Petrol;Automatic;47;192413;114851;1342;Low
518;X3;2016;South America;Red;Electric;Automatic;19;136356;105711;1100;Low
519;X6;2024;Europe;Silver;Hybrid;Manual;36;131579;36319;6496;Low
520;X6;2021;Africa;Grey;Petrol;Automatic;41;192233;32423;844;Low
521;M3;2011;North America;Red;Electric;Automatic;17;119960;56835;6900;Low
522;X6;2011;North America;White;Electric;Automatic;16;129451;104447;6145;Low
523;X5;2016;Africa;Grey;Diesel;Automatic;31;13371;105070;4284;Low
524;X5;2024;Middle East;White;Hybrid;Automatic;43;78733;75419;5961;Low
525;X1;2015;Asia;Grey;Diesel;Automatic;21;199235;84022;1194;Low
526;i3;2012;Asia;Grey;Electric;Manual;44;25251;87697;4050;Low
527;X5;2018;Middle East;Red;Electric;Manual;38;50183;75390;8038;High
528;X5;2019;Middle East;Red;Hybrid;Manual;27;148760;93236;2693;Low
529;X5;2024;Africa;White;Petrol;Manual;33;93603;72936;2487;Low
530;M5;2023;South America;Silver;Diesel;Manual;49;140914;34553;6549;Low
531;3 Series;2022;Asia;Blue;Electric;Automatic;23;34532;90267;6372;Low
532;i8;2015;Middle East;Grey;Electric;Automatic;32;82478;80247;9537;High
533;i3;2019;Middle East;Grey;Diesel;Manual;37;183985;107396;9192;High
534;X5;2019;Asia;Red;Electric;Automatic;20;15812;76124;4646;Low
535;3 Series;2015;North America;Blue;Electric;Automatic;17;25425;119970;5377;Low
536;X3;2010;North America;Red;Electric;Automatic;15;40927;62008;7502;High
537;M5;2013;Africa;Blue;Petrol;Automatic;26;133161;36902;7598;High
538;5 Series;2019;Africa;Grey;Diesel;Manual;18;194310;42650;1268;Low
539;X1;2015;North America;Silver;Diesel;Manual;43;90089;103531;4441;Low
540;5 Series;2024;Europe;Red;Electric;Automatic;50;40963;46019;8074;High
541;3 Series;2015;Europe;Silver;Electric;Automatic;17;110901;83776;3673;Low
542;i8;2020;Europe;Red;Diesel;Manual;30;93800;94038;5816;Low
543;X6;2021;Asia;Red;Hybrid;Manual;16;13086;36462;7133;High
544;X3;2014;Europe;Red;Electric;Automatic;20;37967;64069;4747;Low
545;X5;2010;North America;Black;Petrol;Automatic;26;14396;60636;2341;Low
546;X6;2017;North America;Silver;Hybrid;Manual;29;117113;74150;4425;Low
547;5 Series;2014;Africa;White;Electric;Automatic;48;58754;110517;3292;Low
548;X6;2021;Asia;White;Hybrid;Automatic;29;9134;45607;556;Low
549;M5;2021;North America;Black;Electric;Automatic;32;130480;52081;3272;Low
550;X3;2021;Europe;Silver;Electric;Automatic;24;64002;116500;348;Low
551;X5;2014;Middle East;Silver;Hybrid;Automatic;15;149506;30135;9888;High
552;i3;2016;Europe;Silver;Hybrid;Manual;46;33244;116918;2095;Low
553;X1;2013;Africa;Grey;Diesel;Automatic;18;105554;49663;7193;High
554;M3;2015;Africa;Black;Hybrid;Automatic;49;179971;59889;8335;High
555;3 Series;2022;Africa;White;Electric;Manual;20;28730;101189;8196;High
556;i8;2013;Middle East;Grey;Diesel;Automatic;36;39970;92250;6734;Low
557;M5;2023;Europe;Grey;Hybrid;Automatic;50;16692;99296;5943;Low
558;X5;2024;Europe;Black;Electric;Automatic;20;9615;66166;5997;Low
559;3 Series;2012;South America;Red;Hybrid;Automatic;30;122231;92873;5227;Low
560;M3;2016;South America;White;Diesel;Automatic;42;158898;86673;9443;High
561;X3;2017;Asia;Silver;Diesel;Automatic;16;149657;53093;6010;Low
562;7 Series;2013;Middle East;Red;Petrol;Manual;39;119461;109866;9809;High
563;7 Series;2022;Africa;Black;Electric;Manual;18;106864;37051;8999;High
564;X1;2011;South America;Blue;Hybrid;Manual;23;191856;42968;8538;High
565;7 Series;2021;Europe;Blue;Diesel;Manual;21;138657;113426;2659;Low
566;3 Series;2019;South America;Red;Diesel;Manual;47;188658;103473;5921;Low
567;7 Series;2023;Africa;Red;Diesel;Automatic;21;117012;60516;4821;Low
568;X3;2012;Middle East;White;Hybrid;Manual;16;123560;58086;1733;Low
569;X6;2010;Middle East;Black;Petrol;Automatic;36;3514;68930;7739;High
570;i8;2017;North America;Silver;Petrol;Automatic;27;177410;41756;563;Low
571;i3;2024;North America;Black;Diesel;Manual;29;108780;42697;8838;High
572;5 Series;2012;Africa;Blue;Electric;Automatic;19;117047;35004;2434;Low
573;X6;2021;Europe;White;Hybrid;Manual;41;57533;85638;3739;Low
574;X6;2019;Middle East;Blue;Electric;Automatic;36;179601;94664;1678;Low
575;i3;2016;North America;Grey;Petrol;Manual;28;107224;108265;9521;High
576;X6;2019;South America;Red;Electric;Manual;21;111839;73514;2768;Low
577;X1;2014;Middle East;Black;Petrol;Manual;36;136787;64990;2399;Low
578;5 Series;2019;Middle East;Blue;Hybrid;Automatic;42;98318;108742;9219;High
579;i3;2014;South America;Blue;Petrol;Manual;26;85185;114354;7868;High
580;M5;2023;South America;Black;Hybrid;Manual;16;172797;73954;5084;Low
581;i8;2016;Middle East;White;Electric;Automatic;23;110324;105341;3727;Low
582;3 Series;2024;Africa;Red;Diesel;Automatic;39;29725;119038;7491;High
583;X3;2018;South America;Red;Petrol;Automatic;50;61899;91730;9606;High
584;M3;2021;Africa;Blue;Petrol;Automatic;15;11430;109949;6188;Low
585;3 Series;2014;Africa;Blue;Electric;Automatic;26;197439;60352;3348;Low
586;5 Series;2010;Africa;Grey;Diesel;Manual;17;195818;96809;184;Low
587;X3;2019;Asia;Grey;Diesel;Manual;26;85688;36661;9954;High
588;X5;2019;North America;Silver;Electric;Automatic;29;20462;88937;3605;Low
589;X3;2010;Middle East;Red;Diesel;Automatic;47;10558;115843;5457;Low
590;X3;2024;Europe;Black;Diesel;Manual;18;185671;93151;4711;Low
591;i3;2011;Middle East;Silver;Electric;Automatic;42;172246;61625;3251;Low
592;7 Series;2023;North America;Black;Electric;Automatic;29;183830;97853;4886;Low
593;7 Series;2015;Africa;White;Electric;Manual;43;122871;42186;1241;Low
594;X3;2018;Africa;Black;Petrol;Manual;33;158539;88307;4847;Low
595;3 Series;2017;Europe;Black;Diesel;Automatic;16;153861;79362;9762;High
596;X1;2022;North America;Silver;Diesel;Manual;48;142009;55139;2255;Low
597;X3;2014;Africa;Red;Diesel;Automatic;18;116237;41969;1244;Low
598;X1;2010;Europe;Blue;Petrol;Automatic;36;126235;59752;8657;High
599;M5;2022;Middle East;Blue;Petrol;Automatic;46;53187;81354;784;Low
600;M3;2016;North America;Blue;Hybrid;Automatic;18;195192;119134;6570;Low
601;7 Series;2024;Asia;Red;Hybrid;Automatic;34;83608;113671;5644;Low
602;7 Series;2014;South America;Red;Hybrid;Automatic;44;69018;75481;4908;Low
603;i8;2015;Middle East;White;Hybrid;Automatic;50;123323;103534;2717;Low
604;i3;2022;South America;White;Diesel;Manual;40;136323;35945;4643;Low
605;M5;2016;North America;White;Petrol;Manual;25;145948;45297;2447;Low
606;X3;2012;Middle East;Silver;Diesel;Manual;39;186088;83549;2331;Low
607;X6;2021;Africa;White;Diesel;Automatic;40;60014;51230;9313;High
608;i8;2019;Europe;Red;Electric;Manual;39;128625;107973;8455;High
609;5 Series;2012;Europe;Black;Electric;Manual;45;36826;106372;3803;Low
610;i3;2014;Asia;Black;Diesel;Manual;18;190726;100453;3316;Low
611;M5;2015;South America;Silver;Petrol;Automatic;19;32159;92285;6560;Low
612;3 Series;2018;Africa;Red;Electric;Manual;37;27967;95875;6984;Low
613;X3;2022;Europe;Silver;Hybrid;Automatic;48;165231;72593;4877;Low
614;3 Series;2023;Asia;Red;Diesel;Manual;31;39466;101930;4570;Low
615;M5;2021;Asia;White;Electric;Manual;49;78179;70403;7365;High
616;X5;2014;Europe;Grey;Hybrid;Manual;48;187195;41296;7699;High
617;X1;2024;South America;Silver;Petrol;Manual;47;160411;76189;1131;Low
618;i8;2010;Europe;White;Petrol;Automatic;47;165927;114137;923;Low
619;X1;2023;Africa;White;Hybrid;Automatic;46;136514;94933;4533;Low
620;M3;2023;Africa;White;Electric;Manual;44;35796;45975;2999;Low
621;X3;2023;North America;Blue;Hybrid;Automatic;39;162596;89574;7612;High
622;X1;2013;Middle East;Silver;Electric;Automatic;16;78178;101679;3344;Low
623;5 Series;2014;North America;Grey;Hybrid;Automatic;20;102714;32116;1782;Low
624;M3;2021;Africa;White;Hybrid;Manual;20;1811;56208;8578;High
625;i3;2019;South America;White;Electric;Manual;16;151998;110953;6928;Low
626;5 Series;2019;Africa;White;Electric;Automatic;19;142024;30432;2607;Low
627;X5;2014;Asia;White;Diesel;Automatic;47;106658;47201;8051;High
628;X6;2016;Middle East;Red;Petrol;Automatic;38;151865;74845;8291;High
629;i8;2013;Asia;Black;Diesel;Manual;26;121993;60810;2862;Low
630;M3;2010;South America;Blue;Petrol;Automatic;43;191728;54325;9996;High
631;M5;2023;Middle East;Grey;Electric;Automatic;32;177722;90483;8800;High
632;X5;2023;Africa;Red;Diesel;Automatic;20;74612;63767;1602;Low
633;M3;2014;Asia;Grey;Electric;Automatic;46;133780;88568;7632;High
634;X6;2016;South America;Blue;Diesel;Manual;27;165162;63342;3124;Low
635;X1;2019;Africa;Grey;Electric;Automatic;39;81128;67337;6335;Low
